0	0	0	2
47	5	0	147
66	2700	1113	3200
169	43	13	516
0	1	0	4
0	0	0	7
5	28	0	62
18	763	118	1138
0	0	0	11
1	0	0	26
3	2	3	11
4	6	0	10
128	164	9	234
6	0	4	40
0	7	0	14
1162	127	50	1741
18	1469	325	3200
302	2	1	316
315	633	514	1625
0	5	0	19
0	1	0	3
8	4	1	24
0	0	0	1
51	57	37	115
48	320	70	781
0	6	0	9
7	180	5	219
0	0	0	1
1	5	0	11
16	21	0	92
2	0	0	12
46	142	7	200
5	129	6	468
11	15	1	136
1	2	0	3
5	49	8	165
0	0	0	10
1	0	0	1
3	3	3	7
169	947	108	2181
0	4	0	5
0	0	0	2
0	0	0	5
0	9	0	12
0	3	0	10
14	1	0	20
0	0	0	1
0	29	0	150
0	7	0	12
171	2	1	435
279	979	37	2251
0	7	1	62
1	21	0	68
0	33	19	60
0	0	0	54
0	58	0	160
530	0	6	530
36	296	16	937
7	18	1	127
0	7	0	28
11	7	0	56
99	26	21	244
566	400	302	1086
5	0	0	18
20	72	8	89
7	2	11	206
7	7	7	110
6	11	13	60
74	222	14	502
335	187	21	574
17	73	8	106
1	29	0	122
9	0	0	12
0	0	0	2
8	82	29	250
4	0	0	4
0	2	0	3
0	0	0	2
9	7	0	33
1	5	0	16
4	132	12	134
57	288	24	882
91	336	47	922
0	0	0	2
6	6	4	287
14	139	4	880
0	0	0	5
0	0	0	1
1	4	0	41
0	0	0	7
6	6	0	82
68	349	5	432
760	2239	51	3199
0	0	0	15
0	0	0	2
0	1	0	12
4	13	4	75
140	93	1	698
0	0	0	10
23	104	11	318
0	0	0	10
1	0	0	1
0	1	0	9
0	2	0	8
1	17	0	79
0	3	0	13
9	1	8	47
0	0	0	1
0	1	0	22
229	108	21	661
68	292	21	470
59	539	22	1275
22	130	3	312
0	2	0	2
11	203	19	311
0	0	0	4
0	0	0	4
1	1	0	9
0	0	0	3
73	1483	187	3200
42	106	12	156
75	1249	86	1437
47	169	3	379
122	63	5	203
0	5	0	16
1	8	0	18
2	2	0	32
3	5	3	98
6	16	1	99
40	29	5	107
0	0	0	8
48	21	2	164
2	3	1	12
0	38	0	61
0	0	0	1
0	0	0	6
6	36	5	73
7	135	1	337
233	2269	116	3196
15	113	0	169
0	0	0	4
0	4	0	14
20	1	0	31
0	0	0	2
279	1145	245	1721
84	565	24	983
0	0	0	1
0	0	0	1
0	1	0	2
57	410	17	1182
0	0	0	13
44	280	1	369
2	1	0	39
46	696	483	2375
3	9	3	32
0	0	0	1
65	87	1	277
0	0	0	1
76	122	10	473
9	162	13	392
11	107	30	416
1	13	0	142
1	0	0	21
0	0	0	3
0	8	1	180
39	7	22	231
32	35	4	48
0	46	1	55
29	90	15	215
0	0	0	2
10	62	2	271
1	5	1	12
5	0	0	7
310	981	104	1805
0	0	0	7
1	8	1	48
145	1683	360	2053
0	0	0	4
6	132	3	333
1	0	2	2
0	3	0	72
0	2	2	33
0	1	0	7
78	156	28	256
3	41	0	517
843	2316	1086	3198
2	0	0	4
0	0	0	1
5	7	4	87
0	3	0	16
98	19	8	165
0	0	0	1
156	238	50	513
5	29	2	151
0	0	0	1
0	1	0	31
2	5	4	14
6	58	28	214
0	92	0	135
1	1	0	9
1	10	0	12
4	169	4	497
0	1	0	2
76	614	28	1507
3	10	0	41
10	28	0	65
3	23	0	46
5	120	43	267
81	2186	590	3200
2	16	1	59
0	2	0	3
2	0	0	22
8	8	0	32
0	0	0	3
0	4	0	22
9	0	0	10
2	4	0	24
4	1	0	5
0	0	0	1
0	0	0	1
142	330	11	420
0	0	0	2
0	0	0	2
869	2599	130	3200
0	0	0	2
0	2	0	4
0	0	0	1
6	90	25	329
0	1	0	23
29	3	1	75
0	0	0	50
2	7	0	27
2	1	0	5
0	4	0	50
3	37	1	98
2	5	1	66
3	12	10	74
7	19	6	189
0	0	0	15
6	76	10	432
2	10	0	17
0	0	0	1
197	1747	428	2792
1	1	0	10
100	965	44	2752
0	0	0	1
114	67	19	539
0	10	0	30
7	16	6	102
11	249	13	644
3	5	0	83
19	0	0	19
201	88	13	690
981	1849	38	3199
0	0	0	2
63	71	1	251
0	0	0	39
2	0	1	23
7	9	0	127
6	48	0	120
5	11	0	45
27	77	3	470
0	0	0	1
717	2815	216	3199
7	94	7	149
37	444	6	651
2	0	0	9
0	0	0	6
4	0	0	10
0	0	1	37
48	5	14	136
12	29	5	74
1	10	0	12
0	7	0	39
0	1	0	22
11	0	0	31
2	2	1	6
28	21	3	175
75	534	46	2352
0	0	0	6
0	0	0	4
0	1	0	123
37	11	8	169
36	548	194	1742
0	0	0	7
6	15	6	17
0	0	0	8
0	2	0	11
11	49	1	222
517	2098	197	3200
94	56	2	644
14	32	40	92
3	3	0	15
0	2	0	140
0	0	0	1
0	0	0	6
0	3	1	5
1	5	0	29
0	0	0	1
0	0	0	36
3	2	0	19
0	0	0	15
12	524	0	887
1	11	0	34
143	1126	255	2599
153	373	50	655
5	12	1	229
1	6	1	57
1	5	1	11
0	2	0	16
24	44	7	107
9	37	8	72
0	0	0	1
1	15	0	60
0	3	0	15
0	0	0	7
0	0	0	1
0	5	0	6
1	2	0	6
1	3	1	30
768	938	82	3112
10	36	4	239
19	58	0	130
58	282	110	1015
0	0	0	2
208	1	27	441
360	2064	181	3200
27	239	1	528
0	0	0	1
2	58	20	250
1	51	0	73
39	37	9	95
63	968	105	1833
387	887	56	2009
0	0	0	3
0	3	0	4
7	21	2	93
0	2	0	3
0	0	0	6
36	109	8	196
7	9	0	74
3	50	0	128
0	0	0	1
57	1406	693	2894
19	0	7	40
0	4	0	11
7	21	4	62
178	115	55	475
2	3	0	35
0	0	0	1
13	27	0	100
62	71	56	167
142	8	3	198
0	7	0	95
14	0	4	146
0	0	0	17
0	3	0	13
29	1445	577	3189
1	1	0	43
56	330	28	451
1	6	0	22
9	321	8	537
0	0	0	7
0	0	0	9
2	14	0	43
2	42	0	476
0	2	0	7
151	270	41	696
190	1159	132	2287
0	0	0	1
0	2	0	4
46	76	3	243
13	46	10	207
4	94	10	143
11	107	4	115
594	2110	849	3199
1	4	0	7
8	49	39	262
0	0	0	1
0	0	0	3
4	5	0	24
9	66	84	212
3	14	2	71
4	2	0	11
47	107	0	616
1	16	0	26
1	45	0	77
0	0	0	4
0	3	0	10
0	0	0	11
3	18	0	148
316	335	10	630
81	38	6	156
0	3	0	3
2	4	0	4
0	0	0	3
83	13	14	248
217	1061	56	2357
33	62	0	217
127	560	75	1327
1	1	1	24
1	0	0	2
0	5	0	18
7	82	1	567
1	1	0	7
0	3	0	43
3	4	0	11
0	22	0	80
0	0	0	3
130	601	77	2038
211	240	36	1068
18	29	9	375
0	0	0	1
0	0	0	4
5	57	10	151
48	199	10	294
34	9	0	94
22	190	5	378
16	57	162	388
6	5	0	38
0	0	0	24
146	532	36	962
0	9	0	13
14	146	149	168
5	1	0	20
106	153	3	355
58	308	26	825
0	0	0	1
0	0	0	7
29	2	17	37
0	0	0	4
99	233	13	870
39	74	4	137
29	103	55	346
0	0	0	2
0	0	0	4
9	4	0	9
82	278	25	635
0	1	0	4
0	0	0	2
0	0	0	1
3	15	0	63
2	20	1	57
7	61	0	64
4	6	1	8
87	29	7	308
0	0	0	1
20	402	27	950
0	0	0	1
0	0	0	8
0	2	0	20
0	14	1	26
40	21	0	103
1320	2767	1145	3199
0	4	0	7
0	6	0	19
10	37	0	154
87	856	19	1480
3	91	17	144
0	0	0	1
33	263	17	588
0	0	0	2
1	2	0	9
2	4	3	47
4	3	0	21
0	0	0	2
0	0	0	1
4	7	0	29
0	13	2	24
0	0	0	6
2	4	1	14
3	1	0	14
0	0	0	3
4	6	0	19
5	0	5	12
22	1	2	22
34	597	101	1196
3	21	4	32
38	21	3	69
46	76	2	456
3	8	1	67
93	384	83	480
19	272	40	380
0	0	1	23
0	2	0	15
0	10	0	16
5	60	1	62
49	114	2	183
83	1283	211	3197
0	0	0	5
12	40	18	273
0	0	0	3
68	421	17	784
66	38	18	105
0	0	0	1
7	50	0	156
0	10	0	95
0	0	0	1
212	468	22	1001
0	0	0	5
0	1	0	3
24	0	1	41
11	2120	38	3200
0	0	0	6
0	7	0	24
4	6	0	192
0	4	0	9
9	10	0	47
2	0	0	2
0	3	0	5
877	0	15	898
9	5	0	30
4	26	1	33
28	497	11	1133
1	79	0	98
3	9	0	18
3	15	0	17
140	260	21	452
10	88	8	294
25	274	28	375
16	11	0	121
1	0	4	24
648	1124	256	3200
7	10	3	18
0	4	0	11
6	28	2	112
6	0	0	10
2	33	0	131
28	58	21	218
26	301	25	838
33	9	0	87
112	57	3	235
3	0	0	16
0	2	0	11
19	73	7	304
6	701	170	2035
0	2	0	16
0	4	0	11
2	0	1	14
1	20	0	42
2	7	0	10
0	0	0	7
207	2080	173	3199
0	2	0	63
1	0	0	5
0	0	0	6
15	56	12	84
0	0	0	3
2	10	0	184
0	0	0	2
64	868	474	1334
9	20	6	61
0	4	0	103
6	54	0	109
211	135	32	933
718	1097	56	3200
30	142	18	180
5	15	0	46
1902	1153	79	3200
0	0	0	1
2	0	0	12
19	64	25	195
50	57	18	252
0	0	0	6
7	60	9	1796
2	4	0	16
1	6	0	29
25	14	1	73
0	2	0	8
0	0	0	4
0	3	0	112
118	2333	439	3200
19	55	1	210
115	259	48	963
0	7	0	10
0	2	0	3
24	8	0	58
23	63	1	217
3	4	2	26
3	24	0	50
244	454	105	850
444	9	10	451
64	134	55	201
0	1	0	2
11	5	0	24
613	2544	639	3200
1	5	0	40
0	1	0	3
12	77	1	115
9	1	0	15
3	6	0	10
67	597	67	1236
0	1	0	3
0	0	0	1
0	0	0	2
18	500	8	631
0	0	0	1
0	1	0	3
3	124	14	216
44	46	9	230
92	1281	400	1779
23	97	12	751
26	46	25	92
0	0	0	6
0	1	0	15
1	0	1	6
63	245	6	484
33	6	2	75
226	383	18	765
1	0	0	7
76	2403	14	3200
0	3	0	7
6	28	1	89
13	4	9	104
0	0	0	1
0	0	0	2
31	536	8	1060
0	1	0	11
1	0	0	3
41	74	0	358
16	254	45	815
39	56	20	466
22	36	1	746
10	166	66	246
35	44	25	383
2	11	1	40
20	37	54	819
4	2	1	13
15	21	0	145
27	292	57	475
3	5	0	28
0	0	0	9
9	7	1	101
3	0	0	23
0	16	0	69
17	13	2	224
0	3	0	7
8	46	1	123
0	2	0	16
3	0	0	40
0	1	0	4
0	2	0	9
71	609	82	1546
14	15	5	38
24	58	0	370
1	1	1	1
0	82	0	156
1	2	1	9
0	5	0	323
0	0	0	4
61	392	465	1737
0	45	0	148
239	1502	288	2659
5	20	1	74
5	21	10	185
2	3	1	28
15	71	30	253
9	82	0	269
64	378	24	735
19	77	32	573
0	3	0	39
6	1	0	31
0	0	0	2
199	95	11	479
0	2	0	33
0	13	0	291
4	10	0	90
299	1098	217	1708
0	0	0	3
2	3	1	42
0	0	0	6
0	0	0	15
0	0	0	3
0	0	0	1
46	9	1	72
0	0	0	5
0	0	0	2
0	0	0	1
0	0	0	5
0	0	0	4
45	74	0	160
0	2	0	14
4	4	0	26
23	30	0	120
22	97	30	164
1	18	5	131
12	46	3	222
2	40	1	173
67	1767	26	2596
4	33	4	346
126	972	10	1271
93	1203	198	2196
0	1	0	44
0	0	0	4
1	44	1	78
287	937	153	1368
323	133	39	667
0	0	0	7
0	2	0	11
56	112	9	773
255	1	2	312
242	1777	405	3192
2	9	1	44
0	0	0	12
0	3	0	30
0	0	0	3
2016	3	3	2017
1	10	0	38
42	12	1	65
0	0	0	1
0	1	0	2
0	0	0	1
18	1	0	19
131	484	103	1136
258	784	57	2556
0	1	0	8
1	1	0	111
0	0	0	10
204	1935	152	2882
85	502	48	1278
0	0	0	3
2	36	4	42
165	28	2	304
0	0	0	11
0	6	0	219
0	0	0	8
0	2	0	2
25	10	12	100
3	20	0	99
3	60	0	167
2	6	1	18
0	1	0	7
1	3	0	42
9	44	0	105
1	11	0	46
0	0	0	3
0	22	0	36
0	0	0	2
6	84	2	240
34	144	6	293
0	12	2	21
0	0	0	3
58	411	2	758
1	24	0	25
59	589	84	1272
196	538	89	1212
1	247	1	292
1	0	1	13
15	11	0	48
0	0	0	4
13	0	59	151
10	19	0	35
34	317	33	547
9	59	49	244
102	25	139	388
0	3	0	3
0	0	0	1
0	1	0	8
12	38	0	119
414	1667	260	3177
2	0	0	8
3	5	2	32
15	13	8	114
14	765	36	1557
89	254	31	568
107	73	4	238
9	23	10	78
55	40	0	68
34	84	19	238
21	162	1	377
148	923	703	2503
288	2289	152	3132
1	26	1	123
4	140	3	1122
1	0	0	1
0	0	0	9
123	160	11	780
7	29	4	76
0	0	0	3
0	2	0	11
106	3	9	171
0	3	0	10
0	6	0	34
14	10	3	196
0	0	3	20
0	5	0	19
32	86	137	516
58	4	2	518
0	1	0	1
4	12	1	17
2	1	0	12
0	2	0	6
15	26	5	110
2	9	0	108
3	52	0	188
1	3	0	90
0	1	0	6
5	104	5	176
0	0	0	1
0	0	0	18
3	57	9	134
376	591	67	1349
0	1	0	6
175	294	36	1746
0	2	0	6
71	242	104	448
0	2	0	6
69	13	19	112
92	74	9	320
82	2683	12	3200
0	0	0	3
0	0	0	2
29	181	6	383
133	301	5	1469
52	335	66	360
29	99	78	373
68	205	78	1022
0	7	0	51
5	0	1	5
0	0	0	9
7	3	0	24
0	0	0	15
38	147	25	315
15	220	45	580
53	1340	143	2267
2	6	5	56
184	1796	142	3197
3	7	2	51
0	17	2	28
0	0	0	1
0	54	0	97
1	1	0	2
3	96	1	238
4	0	1	75
0	0	0	20
5	5	0	89
3	10	0	16
398	1624	66	1990
36	347	8	1002
0	0	0	7
299	155	252	495
23	9	8	53
0	0	0	12
0	1	0	2
0	11	0	16
337	640	396	2717
0	4	0	53
0	2	2	17
0	0	0	5
0	0	0	1
12	130	75	242
0	7	0	110
0	1	0	6
4	44	2	167
33	20	9	53
9	7	0	83
16	30	0	65
0	2	0	2
38	1041	30	1752
4	2	0	23
1	1	0	2
0	0	0	1
0	0	0	48
1313	1348	313	3200
5	170	2	424
0	11	0	15
23	18	2	49
55	50	6	93
63	929	48	1249
0	0	0	4
35	38	0	541
4	3	0	28
99	1	1	143
17	35	0	299
2	1	0	89
76	640	312	1861
26	532	0	695
11	5	1	185
0	5	0	12
511	1764	210	3200
1	0	0	8
0	4	0	6
0	0	0	2
0	0	0	4
0	3	0	16
167	42	125	202
0	0	0	1
3	42	3	629
0	0	0	1
5	16	7	35
20	467	93	994
0	0	0	2
204	169	0	321
0	0	0	1
0	0	0	5
1	2	0	12
0	50	0	71
4	12	0	44
240	648	116	3012
0	1	0	8
0	0	0	2
0	0	0	3
5	5	6	238
0	0	0	4
89	1919	732	3199
107	1	6	145
0	0	0	2
0	0	0	10
18	0	30	153
7	41	2	77
261	2545	300	3200
2	1	0	3
1	11	0	34
0	0	0	1
5	32	1	67
0	3	0	10
114	93	0	331
4	121	9	1375
2	7	2	37
0	1	1	9
282	210	18	1215
17	2	1	106
41	1710	25	2591
433	1454	358	3199
2	7	3	47
3	307	175	694
0	0	0	19
2	18	1	147
126	44	6	173
0	1	0	16
0	3	0	7
143	642	78	1346
2	45	0	56
0	5	0	11
14	81	1	634
1	1	0	3
2	68	5	227
137	1933	144	3193
32	174	43	535
31	137	10	355
1	9	0	46
0	0	0	19
14	183	29	330
0	107	4	188
25	0	0	29
