@RELATION spammer

@ATTRIBUTE url             NUMERIC
@ATTRIBUTE followperfriend NUMERIC
@ATTRIBUTE retweet         NUMERIC
@ATTRIBUTE follower        NUMERIC
@ATTRIBUTE friend          NUMERIC
@ATTRIBUTE hashtagpertweet NUMERIC
@ATTRIBUTE incfollower     NUMERIC
@ATTRIBUTE incfriend       NUMERIC
@ATTRIBUTE class           {spammer, non-spammer}

@DATA
0.001686,0.959153,3818,634,661,0.074199,602.000000,601.000000,spammer
1.000000,0.879703,5,4863,5528,0.000000,2957.000000,3366.000000,spammer
0.317259,69.495304,626,170194,2449,0.185279,169319.000000,1565.000000,spammer
0.037975,0.566088,1653,424,749,0.253165,159.000000,424.000000,spammer
0.781726,1.793651,10,791,441,0.637056,665.000000,409.000000,spammer
0.070218,0.647887,478,414,639,0.060533,139.000000,490.000000,spammer
0.320276,1.635439,57,3055,1868,0.016129,959.000000,-59.000000,spammer
0.292978,1.455945,998,1702,1169,0.150121,562.000000,571.000000,spammer
0.016129,1.341232,292,283,211,0.046083,272.000000,207.000000,spammer
0.247423,0.936219,453,1233,1317,0.036082,1041.000000,1207.000000,spammer
0.794979,0.752244,116,419,557,0.368201,271.000000,436.000000,spammer
0.748744,4.930070,914,705,143,0.605528,484.000000,2.000000,spammer
0.385787,0.807750,0,542,671,0.345178,-107.000000,-19.000000,spammer
0.877834,1.671408,680,1175,703,0.662469,1167.000000,697.000000,spammer
0.406091,0.857877,26,1002,1168,0.010152,829.000000,994.000000,spammer
0.012690,0.235537,198,285,1210,0.063452,274.000000,1202.000000,spammer
0.007595,1.021205,90,915,896,0.156962,863.000000,810.000000,spammer
1.000000,0.789172,3,1516,1921,0.000000,734.000000,1034.000000,spammer
0.857143,0.456278,0,407,892,0.000000,336.000000,239.000000,spammer
0.223350,0.633558,375,657,1037,0.134518,631.000000,985.000000,spammer
0.634085,0.620202,746,307,495,0.047619,157.000000,332.000000,spammer
0.882353,0.825998,0,1614,1954,0.000000,-44.000000,-71.000000,spammer
0.378173,1.660287,23,694,418,0.144670,611.000000,295.000000,spammer
0.484536,0.455414,487,429,942,0.025773,424.000000,941.000000,spammer
0.932990,0.506849,538,222,438,0.041237,195.000000,417.000000,spammer
0.390845,0.630466,10,865,1372,0.038732,852.000000,1356.000000,spammer
0.028846,0.426353,1111,851,1996,0.304487,838.000000,1950.000000,spammer
0.050761,0.805180,19,1368,1699,0.050761,1100.000000,1260.000000,spammer
0.497585,6.826923,811,4615,676,0.330918,2032.000000,-250.000000,spammer
1.000000,0.805188,5,1521,1889,0.000000,1511.000000,1877.000000,spammer
0.654822,0.864130,32,1272,1472,0.690355,1076.000000,1125.000000,spammer
0.279188,0.792190,237,1136,1434,0.081218,243.000000,226.000000,spammer
0.268542,0.978022,0,89,91,0.002558,83.000000,66.000000,spammer
0.221649,0.963151,80,758,787,0.005155,751.000000,780.000000,spammer
0.374449,0.773031,371,579,749,0.511013,113.000000,214.000000,spammer
0.167513,1.250696,14,898,718,0.380711,815.000000,649.000000,spammer
0.805774,1.299246,8,1550,1193,0.076115,1547.000000,1193.000000,spammer
1.000000,0.705703,10,1386,1964,0.000000,1356.000000,1952.000000,spammer
0.994924,4.306785,46,1460,339,0.065990,1332.000000,249.000000,spammer
0.676329,0.997608,823,834,836,0.185990,701.000000,702.000000,spammer
0.005076,0.970528,950,955,984,0.124365,943.000000,964.000000,spammer
0.234300,3.403071,392,3546,1042,0.241546,-2550.000000,-5357.000000,spammer
0.061713,1.076389,721,310,288,0.143577,288.000000,270.000000,spammer
0.307692,0.788843,0,1513,1918,0.000000,-90.000000,-94.000000,spammer
0.088462,0.306818,7482,27,88,0.284615,16.000000,75.000000,spammer
0.333333,0.950134,151,3906,4111,0.046414,3775.000000,3463.000000,spammer
0.129442,1.021341,77,1005,984,0.421320,497.000000,524.000000,spammer
0.711864,1.780952,6,748,420,0.084746,663.000000,359.000000,spammer
0.388325,0.813699,126,297,365,0.000000,214.000000,327.000000,spammer
0.258883,2.333333,611,2345,1005,0.055838,1017.000000,722.000000,spammer
0.117048,1.477600,2269,5739,3884,0.379135,4537.000000,3547.000000,spammer
0.859564,1.224756,356,376,307,0.820823,178.000000,88.000000,spammer
0.033163,1.672414,498,388,232,0.063776,313.000000,166.000000,spammer
0.795918,0.636782,34,1108,1740,0.040816,1070.000000,1717.000000,spammer
0.452442,1.126789,834,551,489,0.097686,299.000000,141.000000,spammer
0.198232,1.163445,210,3431,2949,0.152778,3426.000000,2949.000000,spammer
0.006098,0.642669,0,732,1139,0.048780,597.000000,475.000000,spammer
0.736776,0.632258,2100,588,930,0.173804,219.000000,354.000000,spammer
0.819277,0.900000,2,1170,1300,0.008032,-144.000000,-134.000000,spammer
0.720812,0.909393,41,24088,26488,0.017766,23968.000000,26403.000000,spammer
0.391753,1.649852,1632,556,337,0.134021,240.000000,17.000000,spammer
0.400000,0.619079,10,928,1499,0.030380,763.000000,1365.000000,spammer
0.078680,0.937853,105,332,354,0.053299,313.000000,349.000000,spammer
0.409333,0.549102,98,520,947,0.098667,517.000000,942.000000,spammer
0.720430,0.296791,376,333,1122,0.064516,286.000000,1066.000000,spammer
0.258706,0.830951,1,3372,4058,0.119403,-845.000000,-505.000000,spammer
0.027919,2.624441,792,1761,671,0.086294,1748.000000,663.000000,spammer
0.901015,0.780890,42,1561,1999,0.065990,1549.000000,1992.000000,spammer
0.288344,0.917172,69,4540,4950,0.018405,4505.000000,4932.000000,spammer
1.000000,0.952646,0,342,359,0.000000,6.000000,23.000000,spammer
0.331797,0.704966,0,724,1027,0.000000,-145.000000,-100.000000,spammer
0.025381,1.423208,1501,417,293,0.104061,292.000000,158.000000,spammer
0.078341,2.028470,36,570,281,0.052995,407.000000,224.000000,spammer
0.131387,0.288441,6,529,1834,0.007299,524.000000,1830.000000,spammer
0.020305,0.825397,333,312,378,0.078680,300.000000,344.000000,spammer
0.533582,1.247668,98,1471,1179,0.026119,1254.000000,1023.000000,spammer
0.980676,1.669643,14,1122,672,0.369565,155.000000,641.000000,spammer
0.434010,0.968379,1663,1470,1518,0.304569,1013.000000,952.000000,spammer
0.030457,1.008269,112,5731,5684,0.032995,5702.000000,5658.000000,spammer
0.475524,0.555960,0,611,1099,0.013986,475.000000,847.000000,spammer
0.261421,12.885246,1315,786,61,0.322335,483.000000,-42.000000,spammer
0.345178,0.280960,937,515,1833,0.065990,198.000000,1324.000000,spammer
0.461929,1.108831,0,1783,1608,0.005076,937.000000,137.000000,spammer
0.901961,0.817248,1,796,974,0.039216,472.000000,587.000000,spammer
0.982234,0.697767,234,875,1254,0.012690,-150.000000,-684.000000,spammer
0.043147,1.514028,80,1511,998,0.139594,1393.000000,946.000000,spammer
0.973064,0.492641,358,569,1155,0.016835,556.000000,1154.000000,spammer
0.140625,0.806616,47,317,393,0.414062,271.000000,352.000000,spammer
0.817204,0.897467,1,4394,4896,0.150538,4123.000000,4601.000000,spammer
0.086294,1.263636,434,417,330,0.081218,413.000000,330.000000,spammer
0.442748,1.159292,472,524,452,0.129771,306.000000,272.000000,spammer
0.051768,0.708835,4084,353,498,0.130051,321.000000,456.000000,spammer
0.598237,0.678248,1519,1347,1986,0.216625,1333.000000,1966.000000,spammer
0.599034,1.279365,229,1209,945,0.461353,537.000000,-497.000000,spammer
0.002545,1.178788,4661,389,330,0.274809,373.000000,309.000000,spammer
0.345455,0.591351,14,547,925,0.181818,461.000000,799.000000,spammer
0.424936,1.472973,441,2289,1554,0.407125,1166.000000,755.000000,spammer
0.467254,0.912963,427,1972,2160,0.091940,1952.000000,2138.000000,spammer
0.010695,0.981769,293,1831,1865,0.085561,1825.000000,1854.000000,spammer
0.621795,1.856589,311,958,516,0.019231,720.000000,332.000000,spammer
0.431937,0.913562,105,1839,2013,0.219895,1476.000000,1648.000000,spammer
0.640506,0.879699,143,351,399,0.070886,29.000000,172.000000,spammer
0.164992,1.111792,4028,726,653,0.115578,600.000000,530.000000,spammer
0.668367,1.057143,171,925,875,0.528061,526.000000,486.000000,spammer
0.086294,0.727619,119,382,525,0.159898,282.000000,452.000000,spammer
0.266497,1.442765,3399,2672,1852,0.190355,1267.000000,430.000000,spammer
0.794686,1.401051,212,1600,1142,0.451691,1403.000000,644.000000,spammer
0.299492,0.984779,1398,647,657,0.218274,587.000000,538.000000,spammer
0.002538,1.285425,16,635,494,0.025381,631.000000,486.000000,spammer
0.847826,0.933647,6,4559,4883,0.028986,574.000000,589.000000,spammer
0.378173,4.317125,195,2042,473,0.152284,1472.000000,435.000000,spammer
0.265193,0.932489,50,221,237,0.082873,221.000000,233.000000,spammer
0.147208,0.704593,705,1350,1916,0.213198,1345.000000,1908.000000,spammer
0.010152,0.782805,77,346,442,0.248731,340.000000,435.000000,spammer
0.761628,0.461000,139,922,2000,0.145349,679.000000,1441.000000,spammer
0.997585,0.978315,2,1579,1614,0.000000,1564.000000,1586.000000,spammer
0.033898,1.012039,397,2606,2575,0.225182,2526.000000,2497.000000,spammer
0.956853,0.954837,18,2833,2967,0.065990,2314.000000,2575.000000,spammer
0.936224,0.653454,345,577,883,0.015306,278.000000,365.000000,spammer
0.691139,0.475000,1001,950,2000,0.041772,931.000000,1993.000000,spammer
0.737179,0.614286,5,1118,1820,0.000000,348.000000,-131.000000,spammer
0.765743,0.969058,59,689,711,0.175063,221.000000,248.000000,spammer
0.300254,0.560674,19,499,890,0.002545,220.000000,316.000000,spammer
1.000000,0.977000,1,23448,24000,0.000000,2139.000000,2455.000000,spammer
0.110599,0.556452,777,207,372,0.426267,54.000000,275.000000,spammer
0.824873,0.695971,329,380,546,0.162437,301.000000,453.000000,spammer
0.038168,1.871345,1796,640,342,0.160305,627.000000,321.000000,spammer
0.260652,1.561831,1125,1604,1027,0.027569,1207.000000,692.000000,spammer
1.000000,0.998782,63,820,821,0.000000,702.000000,820.000000,spammer
0.789873,1.958580,92,662,338,0.270886,394.000000,154.000000,spammer
0.796610,0.772324,68,1133,1467,0.208232,1079.000000,1439.000000,spammer
0.784264,0.464531,3,812,1748,0.010152,775.000000,1670.000000,spammer
0.766497,0.415240,514,485,1168,0.515228,79.000000,466.000000,spammer
0.809160,2.084930,1007,3265,1566,0.206107,2748.000000,590.000000,spammer
0.035623,1.163324,81,812,698,0.050891,769.000000,665.000000,spammer
0.518135,0.544221,359,1083,1990,0.121762,1068.000000,1938.000000,spammer
0.711392,4.602041,81,2255,490,0.551899,1753.000000,256.000000,spammer
0.176630,0.801980,778,81,101,0.247283,39.000000,61.000000,spammer
0.226804,0.812268,2332,437,538,0.149485,417.000000,518.000000,spammer
1.000000,1.042097,10,1411,1354,1.000000,1335.000000,1354.000000,spammer
0.710660,0.841241,0,1383,1644,0.002538,845.000000,1046.000000,spammer
0.494845,0.672917,3,1292,1920,0.005155,68.000000,2.000000,spammer
0.391858,0.868807,275,1245,1433,0.264631,1182.000000,1382.000000,spammer
0.791878,2.765845,34,1571,568,0.065990,1302.000000,360.000000,spammer
0.205584,0.757917,0,1412,1863,0.337563,721.000000,1135.000000,spammer
0.096447,1.477670,0,761,515,0.043147,75.000000,-29.000000,spammer
0.129442,1.236607,229,554,448,0.164975,533.000000,399.000000,spammer
0.283375,1.524898,111,1868,1225,0.078086,1291.000000,770.000000,spammer
0.384058,1.016974,14,5632,5538,0.002415,2100.000000,2285.000000,spammer
1.000000,0.834778,11,1637,1961,0.000000,806.000000,401.000000,spammer
0.244186,0.851429,1,298,350,0.011628,36.000000,-152.000000,spammer
1.000000,0.626284,0,1158,1849,0.005076,1052.000000,1818.000000,spammer
0.502415,0.331567,37,438,1321,0.420290,426.000000,1308.000000,spammer
0.923664,1.202073,14,696,579,0.000000,642.000000,517.000000,spammer
0.304569,2.383812,74,913,383,0.220812,908.000000,383.000000,spammer
0.416244,1.217249,387,2611,2145,0.505076,2603.000000,2145.000000,spammer
0.035714,0.670886,0,424,632,0.000000,-41.000000,2.000000,spammer
0.693467,0.673387,445,334,496,0.540201,249.000000,398.000000,spammer
0.411168,0.615385,26,1232,2002,0.035533,1218.000000,1979.000000,spammer
0.666667,0.757724,0,932,1230,0.000000,337.000000,431.000000,spammer
0.908629,0.653968,26,618,945,0.302030,581.000000,880.000000,spammer
0.288660,1.031895,16,550,533,0.046392,440.000000,431.000000,spammer
0.113426,0.896603,686,607,677,0.178241,549.000000,640.000000,spammer
0.050761,1.419940,724,470,331,0.304569,183.000000,5.000000,spammer
0.593199,2.051047,20,1567,764,0.001259,773.000000,-64.000000,spammer
1.000000,0.946242,0,1813,1916,0.000000,1290.000000,964.000000,spammer
0.929688,0.438654,56,404,921,0.015625,400.000000,914.000000,spammer
0.725888,1.715415,6,434,253,0.063452,397.000000,92.000000,spammer
0.114504,0.500000,1290,537,1074,0.379135,475.000000,858.000000,spammer
0.007614,1.052632,624,400,380,0.091371,320.000000,328.000000,spammer
0.048223,0.670073,557,459,685,0.096447,451.000000,679.000000,spammer
0.992386,1.324858,107,3022,2281,0.119289,1782.000000,1122.000000,spammer
0.535849,0.535304,8,652,1218,0.007547,-30.000000,2.000000,spammer
0.442748,0.599034,553,496,828,0.030534,493.000000,828.000000,spammer
0.972292,1.033932,26,2590,2505,0.025189,802.000000,773.000000,spammer
0.595420,0.831155,371,1526,1836,0.618321,1482.000000,1798.000000,spammer
0.310881,1.322416,335,1817,1374,0.492228,1607.000000,1147.000000,spammer
0.360406,1.320805,57,984,745,0.515228,204.000000,49.000000,spammer
0.388325,3.136995,1090,4740,1511,0.144670,3003.000000,105.000000,spammer
0.814721,1.854902,1117,473,255,0.588832,298.000000,191.000000,spammer
0.101449,0.873418,30,1587,1817,0.026570,-70.000000,85.000000,spammer
0.428934,0.989935,11,3639,3676,0.063452,1762.000000,1611.000000,spammer
0.888554,0.771487,19,1499,1943,0.816265,1447.000000,1833.000000,spammer
0.664948,0.621359,24,576,927,0.077320,567.000000,881.000000,spammer
0.825758,1.070599,20,1198,1119,0.020202,710.000000,628.000000,spammer
0.482143,2.252874,170,392,174,0.367347,390.000000,170.000000,spammer
0.031915,0.956747,285,553,578,0.675532,544.000000,572.000000,spammer
0.000000,2.666667,1,96,36,0.000000,81.000000,22.000000,spammer
0.081081,0.518037,0,876,1691,0.009009,-204.000000,-156.000000,spammer
0.050761,4.008565,35,1872,467,0.114213,1778.000000,443.000000,spammer
0.422785,0.406152,622,647,1593,0.020253,339.000000,1304.000000,spammer
0.025510,0.972637,834,391,402,0.219388,319.000000,353.000000,spammer
0.022843,1.518008,2488,1433,944,0.073604,1418.000000,937.000000,spammer
0.033816,1.042169,1653,346,332,0.198068,319.000000,302.000000,spammer
0.990220,1.264793,0,855,676,0.002445,-140.000000,-1182.000000,spammer
0.182741,0.799130,578,919,1150,0.175127,659.000000,879.000000,spammer
0.773869,1.315789,216,1725,1311,0.874372,806.000000,44.000000,spammer
0.114213,1.888298,674,710,376,0.489848,670.000000,330.000000,spammer
0.101523,0.838366,632,472,563,0.190355,465.000000,560.000000,spammer
0.147208,3.214592,86,749,233,0.012690,563.000000,140.000000,spammer
0.497253,0.758741,24,434,572,0.038462,207.000000,112.000000,spammer
0.314433,0.533719,8,554,1038,0.231959,535.000000,980.000000,spammer
0.654941,1.075630,6,512,476,0.022613,493.000000,460.000000,spammer
0.220268,1.021169,901,7863,7700,0.200168,5825.000000,5735.000000,spammer
0.401015,1.527439,606,501,328,0.109137,304.000000,171.000000,spammer
0.515000,0.486757,129,974,2001,0.105000,973.000000,2001.000000,spammer
0.958763,5.803922,12,888,153,0.030928,880.000000,153.000000,spammer
0.997585,0.907247,3,11630,12819,0.055556,11612.000000,12817.000000,spammer
0.384810,0.946641,207,1987,2099,0.025316,1835.000000,1902.000000,spammer
0.967005,0.801917,74,502,626,0.000000,303.000000,415.000000,spammer
0.109137,1.287958,1630,246,191,0.121827,131.000000,125.000000,spammer
0.005128,0.741874,990,388,523,0.248718,360.000000,503.000000,spammer
0.586294,1.890183,210,3408,1803,0.459391,2788.000000,1792.000000,spammer
0.616162,0.798969,4,1550,1940,0.030303,1494.000000,1898.000000,spammer
0.930556,0.257099,1,507,1972,0.013889,505.000000,1970.000000,spammer
0.005076,0.962121,615,127,132,0.086294,117.000000,124.000000,spammer
0.375000,1.225817,259,3637,2967,0.084184,2600.000000,1917.000000,spammer
0.276515,0.606635,71,1024,1688,0.070707,218.000000,119.000000,spammer
0.717884,0.933429,555,4557,4882,0.216625,3215.000000,3343.000000,spammer
0.000000,0.126299,0,231,1829,0.000000,227.000000,1826.000000,spammer
0.797229,1.347275,172,2126,1578,0.357683,2013.000000,1210.000000,spammer
0.994924,0.967136,2,2266,2343,0.000000,1524.000000,1580.000000,spammer
0.824742,0.880020,2,1753,1992,0.061856,947.000000,1039.000000,spammer
1.000000,0.852074,2,1705,2001,0.000000,1664.000000,1906.000000,spammer
0.037688,0.384354,1521,678,1764,0.047739,413.000000,1107.000000,spammer
0.409207,0.946358,281,24805,26211,0.849105,185.000000,1176.000000,spammer
0.937220,0.865390,1,6011,6946,0.035874,1075.000000,1619.000000,spammer
0.083756,1.617117,28,718,444,0.086294,697.000000,427.000000,spammer
0.185279,0.620040,429,625,1008,0.131980,324.000000,582.000000,spammer
0.345178,0.808116,368,1175,1454,0.220812,767.000000,950.000000,spammer
0.274112,1.183727,30,451,381,0.159898,241.000000,248.000000,spammer
0.017632,0.603306,16023,511,847,0.371537,503.000000,837.000000,spammer
0.000000,1.504673,349,161,107,0.073604,154.000000,93.000000,spammer
0.932749,3.174067,9,1787,563,0.020468,169.000000,-1090.000000,spammer
0.987654,4.095473,20,4976,1215,0.000000,3111.000000,-127.000000,spammer
0.056818,1.632000,1051,408,250,0.073232,365.000000,177.000000,spammer
0.955975,0.708679,0,1282,1809,0.000000,-268.000000,-219.000000,spammer
0.220960,2.267045,1236,798,352,0.223485,662.000000,288.000000,spammer
0.347716,0.608359,115,786,1292,0.027919,766.000000,1216.000000,spammer
0.375300,0.649602,258,571,879,0.139089,244.000000,375.000000,spammer
0.748731,0.437286,136,638,1459,0.383249,293.000000,543.000000,spammer
0.154676,0.425710,645,255,599,0.097122,105.000000,337.000000,spammer
0.162437,0.897157,125,1073,1196,0.972081,1032.000000,1135.000000,spammer
0.151515,0.648844,1382,898,1384,0.128788,798.000000,1262.000000,spammer
0.601227,1.071183,596,5929,5535,0.490798,4148.000000,3683.000000,spammer
0.795082,0.848382,0,498,587,0.024590,445.000000,532.000000,spammer
0.721228,0.845815,81,1152,1362,0.312020,1147.000000,1350.000000,spammer
1.000000,0.944801,0,6179,6540,0.000000,5899.000000,6237.000000,spammer
0.416244,0.420455,1004,666,1584,0.355330,658.000000,1575.000000,spammer
0.807229,0.275091,0,529,1923,0.024096,227.000000,1588.000000,spammer
0.017766,1.095652,51,630,575,0.489848,584.000000,532.000000,spammer
0.751269,1.123088,9,6241,5557,0.071066,6232.000000,5546.000000,spammer
0.414508,0.886443,212,1772,1999,0.077720,1499.000000,749.000000,spammer
0.248744,0.660473,925,391,592,0.120603,229.000000,440.000000,spammer
0.072165,1.106239,302,656,593,0.407216,625.000000,579.000000,spammer
0.221649,1.712500,201,274,160,0.046392,259.000000,154.000000,spammer
0.108247,0.987666,179,2082,2108,0.489691,2056.000000,2079.000000,spammer
0.175127,1.898925,111,883,465,0.167513,864.000000,440.000000,spammer
0.368254,0.934571,0,6042,6465,0.006349,-728.000000,-191.000000,spammer
0.347716,1.058456,32,2879,2720,0.489848,1628.000000,1460.000000,spammer
0.978723,0.795181,0,198,249,0.089362,-22.000000,-11.000000,spammer
0.053299,0.368000,13287,46,125,0.426396,32.000000,107.000000,spammer
0.652284,0.323699,182,56,173,0.071066,47.000000,164.000000,spammer
0.259615,0.769084,295,403,524,0.173077,318.000000,409.000000,spammer
0.088832,0.894591,48,645,721,0.223350,-47.000000,-41.000000,spammer
0.148305,0.713824,7,883,1237,0.033898,-51.000000,-93.000000,spammer
0.071795,1.011086,454,456,451,0.258974,407.000000,372.000000,spammer
0.317259,0.822989,319,358,435,0.040609,183.000000,292.000000,spammer
0.045685,1.058468,0,525,496,0.007614,-20.000000,-17.000000,spammer
0.957746,0.289474,0,528,1824,0.827968,-155.000000,-183.000000,spammer
0.251269,0.853886,96,824,965,0.365482,753.000000,928.000000,spammer
0.733503,0.938104,26,485,517,0.022843,464.000000,483.000000,spammer
0.233503,1.010954,36,1569,1552,0.027919,830.000000,723.000000,spammer
0.142132,1.003403,373,3833,3820,0.124365,2628.000000,2785.000000,spammer
0.104061,0.634146,525,26,41,0.020305,17.000000,32.000000,spammer
0.670051,1.031787,275,1201,1164,0.314721,1123.000000,1089.000000,spammer
0.215736,1.101852,2505,119,108,0.093909,24.000000,-15.000000,spammer
0.042857,0.413437,1073,320,774,0.200000,315.000000,774.000000,spammer
0.010152,1.145062,261,371,324,0.134518,344.000000,289.000000,spammer
0.068922,1.179310,1076,342,290,0.082707,160.000000,105.000000,spammer
0.137681,1.818376,163,1702,936,0.055556,811.000000,255.000000,spammer
0.215736,0.412559,706,611,1481,0.492386,589.000000,1458.000000,spammer
0.284635,0.864715,547,1713,1981,0.130982,638.000000,554.000000,spammer
0.000000,0.530888,0,275,518,0.000000,20.000000,-56.000000,spammer
0.000000,1.918743,1513,1771,923,0.289673,1161.000000,828.000000,spammer
0.577778,0.280431,0,364,1298,0.022222,-87.000000,-187.000000,spammer
0.269521,0.922821,105,2499,2708,0.017632,2444.000000,2650.000000,spammer
0.621212,0.589474,201,336,570,0.207071,232.000000,450.000000,spammer
0.384058,1.859940,30,1235,664,0.019324,476.000000,10.000000,spammer
0.295165,3.445676,934,1554,451,0.368957,1372.000000,363.000000,spammer
0.368286,1.200831,247,867,722,0.143223,229.000000,133.000000,spammer
0.015228,0.652681,1469,560,858,0.048223,552.000000,851.000000,spammer
0.477157,2.019348,81,1983,982,0.269036,1981.000000,982.000000,spammer
0.321839,0.697619,0,879,1260,0.011494,566.000000,999.000000,spammer
0.060914,0.945776,21,1657,1752,0.109137,-371.000000,-303.000000,spammer
0.028061,0.231621,1504,230,993,0.465561,223.000000,988.000000,spammer
0.221662,0.910010,102,8282,9101,0.000000,8267.000000,9096.000000,spammer
0.058376,1.212955,35,1367,1127,0.152284,1072.000000,884.000000,spammer
0.068528,18.517730,627,2611,141,0.035533,2584.000000,76.000000,spammer
0.598131,0.268293,2,528,1968,0.000000,30.000000,-51.000000,spammer
0.272265,1.322951,149,807,610,0.045802,381.000000,194.000000,spammer
0.598985,1.032787,4,252,244,0.027919,237.000000,231.000000,spammer
0.000000,0.393596,0,590,1499,0.000000,-93.000000,-104.000000,spammer
0.744246,0.853095,355,813,953,0.030691,454.000000,601.000000,spammer
1.000000,1.001578,4,9518,9503,0.012690,3657.000000,3900.000000,spammer
0.098901,0.458075,9,885,1932,0.010989,856.000000,1885.000000,spammer
0.310433,2.761905,1348,1102,399,0.267176,284.000000,-866.000000,spammer
0.271100,0.953645,552,2263,2373,0.242967,1274.000000,975.000000,spammer
0.000000,1.210924,938,2084,1721,0.152284,1885.000000,1643.000000,spammer
0.540541,0.666860,0,1147,1720,0.000000,-211.000000,-192.000000,spammer
0.420530,0.908031,5,2024,2229,0.036424,700.000000,819.000000,spammer
0.336406,0.463742,1976,518,1117,0.129032,194.000000,576.000000,spammer
0.240099,1.667235,663,977,586,0.282178,959.000000,577.000000,spammer
0.401826,0.968375,12,888,917,0.000000,815.000000,917.000000,spammer
0.926267,0.763797,301,346,453,0.154378,237.000000,324.000000,spammer
0.164975,0.778986,152,215,276,0.243655,182.000000,261.000000,spammer
0.145408,0.594901,3134,420,706,0.334184,416.000000,699.000000,spammer
0.000000,1.092551,421,484,443,0.055743,388.000000,419.000000,spammer
0.180101,0.960503,2264,535,557,0.221662,471.000000,504.000000,spammer
0.454545,0.564981,147,1039,1839,0.265993,224.000000,-785.000000,spammer
0.073604,1.662651,1022,138,83,0.043147,131.000000,60.000000,spammer
0.027919,1.550943,115,411,265,0.060914,343.000000,220.000000,spammer
0.211196,1.460526,222,777,532,0.038168,543.000000,384.000000,spammer
0.689567,1.645631,1238,1695,1030,0.038168,1687.000000,1016.000000,spammer
0.716080,0.247872,225,495,1997,0.235343,366.000000,1857.000000,spammer
0.747899,1.010485,3,771,763,0.063025,19.000000,-441.000000,spammer
0.032995,0.368386,403,550,1493,0.093909,546.000000,1492.000000,spammer
0.124365,0.809717,28,400,494,0.170051,370.000000,474.000000,spammer
0.333333,0.313830,0,590,1880,0.000000,-26.000000,-132.000000,spammer
0.215686,0.422484,19,466,1103,0.039216,437.000000,1077.000000,spammer
0.555838,0.928934,289,1830,1970,0.327411,1574.000000,1761.000000,spammer
0.666667,0.982500,0,393,400,0.000000,82.000000,89.000000,spammer
0.257426,0.497649,0,635,1276,0.000000,437.000000,796.000000,spammer
0.697222,0.811333,60,1303,1606,0.105556,571.000000,753.000000,spammer
0.022843,1.261563,135,791,627,0.304569,771.000000,608.000000,spammer
0.934343,0.713062,2,666,934,0.016835,489.000000,875.000000,spammer
0.324885,0.992054,6,10612,10697,0.541475,10551.000000,10522.000000,spammer
0.553299,1.033346,627,2665,2579,0.337563,1133.000000,739.000000,spammer
0.326196,0.971474,63,13520,13917,0.083123,13218.000000,13438.000000,spammer
0.941624,0.990000,22,2970,3000,0.078680,1231.000000,1276.000000,spammer
0.301932,0.590529,481,212,359,0.038647,153.000000,299.000000,spammer
0.147208,0.279683,1175,318,1137,0.071066,305.000000,1116.000000,spammer
0.007634,1.250000,6235,100,80,0.272265,56.000000,13.000000,spammer
0.246193,0.786340,1368,449,571,0.088832,383.000000,501.000000,spammer
0.110915,0.409091,5673,36,88,0.419014,30.000000,86.000000,spammer
0.250000,0.677930,0,642,947,0.071429,-133.000000,-67.000000,spammer
0.817722,0.842904,576,778,923,0.167089,429.000000,642.000000,spammer
0.735183,1.018905,2139,1024,1005,0.291299,668.000000,788.000000,spammer
0.182741,1.694394,123,3748,2212,0.748731,2175.000000,699.000000,spammer
0.642857,1.008430,89,957,949,0.094388,368.000000,266.000000,spammer
0.468085,0.817993,0,1573,1923,0.042553,1025.000000,1374.000000,spammer
0.855330,1.739508,131,1202,691,0.522843,795.000000,627.000000,spammer
0.724747,2.039175,1170,8901,4365,0.095960,5969.000000,2365.000000,spammer
0.704835,0.967687,23,1707,1764,0.027990,1177.000000,1254.000000,spammer
0.264286,0.506747,1,1014,2001,0.000000,-117.000000,-15.000000,spammer
0.608333,0.917024,399,641,699,0.097222,571.000000,650.000000,spammer
0.307107,0.610602,74,933,1528,0.015228,-195.000000,-124.000000,spammer
0.888889,0.780000,12,1560,2000,0.000000,-62.000000,-11.000000,spammer
0.796954,0.935860,28,642,686,0.010152,485.000000,525.000000,spammer
0.309645,1.005859,44,7211,7169,0.205584,6850.000000,6493.000000,spammer
0.404669,0.384692,45,769,1999,0.040856,583.000000,1692.000000,spammer
0.109137,0.817472,190,1151,1408,0.588832,626.000000,794.000000,spammer
0.696474,0.996459,779,2251,2259,0.159950,2244.000000,2256.000000,spammer
0.302083,0.506024,25,966,1909,0.010417,963.000000,1909.000000,spammer
0.182927,0.566864,49,479,845,0.012195,475.000000,843.000000,spammer
0.056701,1.519409,178,822,541,0.381443,717.000000,399.000000,spammer
0.027919,1.043478,116,552,529,0.137056,525.000000,502.000000,spammer
0.426117,0.465979,1198,226,485,0.257732,210.000000,466.000000,spammer
0.663265,1.127563,167,495,439,0.428571,379.000000,326.000000,spammer
1.000000,1.355988,2,4529,3340,0.000000,-1002.000000,-2661.000000,spammer
0.010152,1.956250,59,313,160,0.038071,269.000000,138.000000,spammer
0.609700,1.070997,323,709,662,0.046189,563.000000,653.000000,spammer
0.377551,2.886540,72,4096,1419,0.081633,3178.000000,879.000000,spammer
0.492386,0.742336,422,896,1207,0.144670,834.000000,1148.000000,spammer
