@RELATION spammer

@ATTRIBUTE url             NUMERIC
@ATTRIBUTE followperfriend NUMERIC
@ATTRIBUTE retweet         NUMERIC
@ATTRIBUTE follower        NUMERIC
@ATTRIBUTE friend          NUMERIC
@ATTRIBUTE hashtagpertweet NUMERIC
@ATTRIBUTE incfollower     NUMERIC
@ATTRIBUTE incfriend       NUMERIC
@ATTRIBUTE class           {spammer, non-spammer}

@DATA
0.309524,0.517699,69,468,904,0.035714,428.000000,886.000000,non-spammer
0.058376,1.364252,60,2618,1919,0.058376,2242.000000,1583.000000,non-spammer
0.083756,1.260317,43,397,315,0.116751,378.000000,287.000000,non-spammer
0.238579,0.962937,160,1351,1403,0.050761,611.000000,775.000000,non-spammer
0.490338,5.041522,680,2914,578,0.176329,1565.000000,-652.000000,non-spammer
0.193384,0.985932,373,3434,3483,0.488550,3428.000000,3483.000000,non-spammer
0.168539,0.928571,0,1898,2044,0.213483,1254.000000,1202.000000,non-spammer
0.587786,0.811417,581,796,981,0.114504,71.000000,165.000000,non-spammer
0.192893,0.577187,0,673,1166,0.088832,238.000000,197.000000,non-spammer
0.390663,1.380069,894,2008,1455,0.410319,1791.000000,1334.000000,non-spammer
0.296203,2.017033,969,2842,1409,0.437975,2234.000000,1062.000000,non-spammer
0.997462,14.640000,10,366,25,0.002538,303.000000,7.000000,non-spammer
0.357488,12.485149,772,5044,404,0.016908,4557.000000,189.000000,non-spammer
0.135266,0.868093,112,487,561,0.055556,196.000000,261.000000,non-spammer
0.937198,6.051259,898,6729,1112,0.118357,4674.000000,-6.000000,non-spammer
0.154206,1.236686,1,836,676,0.028037,-89.000000,1.000000,non-spammer
1.000000,0.909992,1,2386,2622,0.000000,596.000000,586.000000,non-spammer
0.109415,1.788235,1854,456,255,0.173028,442.000000,234.000000,non-spammer
0.329949,1.311553,388,4416,3367,0.131980,818.000000,866.000000,non-spammer
0.997462,2.252142,20,33647,14940,0.000000,30817.000000,11845.000000,non-spammer
0.886473,0.932773,11,888,952,0.004831,48.000000,163.000000,non-spammer
0.022843,1.121023,41,3770,3363,0.005076,3725.000000,3341.000000,non-spammer
0.327411,0.888693,997,503,566,0.360406,481.000000,552.000000,non-spammer
0.129630,1.169209,2538,843,721,0.200337,695.000000,585.000000,non-spammer
0.515012,1.118919,606,207,185,0.182448,106.000000,78.000000,non-spammer
0.076142,14.138705,1760,10703,757,0.885787,9338.000000,234.000000,non-spammer
0.015228,1.353659,81,333,246,0.510152,199.000000,139.000000,non-spammer
0.620879,0.836000,2,209,250,0.065934,136.000000,183.000000,non-spammer
0.750000,0.386877,386,737,1905,0.026042,732.000000,1901.000000,non-spammer
0.015228,0.865385,9,180,208,0.144670,113.000000,145.000000,non-spammer
0.670051,1.086473,294,2538,2336,0.258883,2051.000000,1749.000000,non-spammer
0.443418,0.828866,703,1206,1455,0.041570,549.000000,700.000000,non-spammer
0.223350,0.906498,36,1144,1262,0.010152,251.000000,365.000000,non-spammer
0.851648,0.932574,28,3195,3426,0.362637,1142.000000,1267.000000,non-spammer
0.263285,1.119972,940,1615,1442,0.217391,1575.000000,1421.000000,non-spammer
0.200483,0.963031,138,521,541,0.181159,232.000000,222.000000,non-spammer
0.270000,0.650752,285,1254,1927,0.110000,602.000000,1058.000000,non-spammer
0.055416,1.629245,21,1727,1060,0.073048,760.000000,307.000000,non-spammer
0.635638,0.483366,1552,247,511,0.244681,194.000000,464.000000,non-spammer
0.467005,0.969004,578,15350,15841,0.022843,15283.000000,15828.000000,non-spammer
0.144089,0.924832,1958,689,745,0.067734,373.000000,416.000000,non-spammer
0.870968,6.062374,471,3013,497,0.096774,2357.000000,399.000000,non-spammer
0.040816,0.382062,0,541,1416,0.000000,508.000000,1357.000000,non-spammer
0.412371,0.567203,317,1093,1927,0.113402,653.000000,1428.000000,non-spammer
0.164975,0.465278,127,871,1872,0.068528,844.000000,1826.000000,non-spammer
0.027990,0.656832,868,423,644,0.198473,416.000000,640.000000,non-spammer
0.027919,1.260664,858,532,422,0.060914,517.000000,391.000000,non-spammer
0.398477,0.544228,54,1089,2001,0.263959,1062.000000,1962.000000,non-spammer
0.870558,0.530015,25,1033,1949,0.076142,795.000000,1647.000000,non-spammer
0.785256,0.880000,60,308,350,0.019231,268.000000,272.000000,non-spammer
0.291878,3.880952,277,1467,378,0.182741,1413.000000,364.000000,non-spammer
0.479695,1.613879,152,907,562,0.352792,609.000000,345.000000,non-spammer
0.536082,0.779805,810,641,822,0.226804,634.000000,822.000000,non-spammer
0.055416,0.731861,194,464,634,0.329975,314.000000,357.000000,non-spammer
0.760204,0.927575,25,2062,2223,0.155612,636.000000,640.000000,non-spammer
0.100000,1.010753,13,470,465,0.000000,182.000000,102.000000,non-spammer
0.994924,5.621524,2447,4649,827,0.576142,4551.000000,827.000000,non-spammer
0.032995,1.306011,1442,239,183,0.291878,225.000000,174.000000,non-spammer
0.807692,0.902969,2,1247,1381,0.038462,99.000000,37.000000,non-spammer
0.289604,0.720657,550,614,852,0.363861,447.000000,706.000000,non-spammer
0.231156,0.928916,962,1542,1660,0.184255,471.000000,734.000000,non-spammer
0.911429,0.667007,217,1306,1958,0.028571,1282.000000,1958.000000,non-spammer
0.989848,1.141304,18,1575,1380,0.000000,1418.000000,1280.000000,non-spammer
0.398977,0.514257,1035,1028,1999,0.258312,988.000000,1903.000000,non-spammer
0.756345,0.947617,628,2406,2539,0.045685,696.000000,919.000000,non-spammer
0.218274,1.609516,50,1962,1219,0.000000,1591.000000,970.000000,non-spammer
0.569620,1.760314,21,896,509,0.248101,689.000000,318.000000,non-spammer
0.005089,0.421687,1094,35,83,0.264631,22.000000,65.000000,non-spammer
0.393401,0.917539,13,701,764,0.431472,-75.000000,-1270.000000,non-spammer
0.861111,0.965595,0,2133,2209,0.000000,2102.000000,2157.000000,non-spammer
0.093199,0.448120,594,298,665,0.261965,-9.000000,268.000000,non-spammer
0.391705,0.976069,113,3263,3343,0.101382,617.000000,3206.000000,non-spammer
0.829949,0.913003,60,2928,3207,0.279188,2894.000000,3160.000000,non-spammer
0.468822,1.546584,814,3237,2093,0.113164,2091.000000,619.000000,non-spammer
0.198020,1.385714,826,1164,840,0.066832,514.000000,389.000000,non-spammer
0.264310,1.413470,427,11018,7795,0.129630,5073.000000,6798.000000,non-spammer
0.915459,1.051929,26,4335,4121,0.012077,2856.000000,2072.000000,non-spammer
0.197733,0.369369,1951,41,111,0.143577,27.000000,89.000000,non-spammer
0.638889,0.655225,1734,1279,1952,0.433081,1271.000000,1944.000000,non-spammer
0.223958,0.590722,1097,1146,1940,0.072917,761.000000,1392.000000,non-spammer
0.137056,0.385359,1553,279,724,0.291878,240.000000,690.000000,non-spammer
0.505076,1.769453,1996,5503,3110,0.370558,4616.000000,2950.000000,non-spammer
0.142132,1.078700,41,1494,1385,0.502538,1404.000000,1347.000000,non-spammer
0.177500,1.016729,753,547,538,0.037500,229.000000,250.000000,non-spammer
0.446809,0.820708,1,1506,1835,0.595745,1159.000000,1495.000000,non-spammer
0.573604,1.133375,3873,1827,1612,0.236041,1814.000000,1612.000000,non-spammer
0.253807,1.080357,198,605,560,0.164975,578.000000,534.000000,non-spammer
0.748634,0.610759,21,386,632,0.000000,102.000000,175.000000,non-spammer
0.415929,0.359447,20,234,651,0.008850,232.000000,651.000000,non-spammer
0.119289,1.885714,1537,264,140,0.121827,159.000000,120.000000,non-spammer
0.314010,0.825748,356,635,769,0.384058,328.000000,623.000000,non-spammer
0.287532,1.510029,1783,527,349,0.101781,365.000000,198.000000,non-spammer
0.621827,1.257925,91,873,694,0.304569,866.000000,694.000000,non-spammer
0.444444,0.402672,0,633,1572,0.111111,504.000000,1233.000000,non-spammer
0.183206,0.919940,1252,609,662,0.145038,597.000000,640.000000,non-spammer
0.048346,0.517888,79,304,587,0.094148,281.000000,517.000000,non-spammer
0.428571,1.963273,2061,11012,5609,0.125000,6908.000000,2225.000000,non-spammer
0.926396,1.458667,659,547,375,0.055838,368.000000,190.000000,non-spammer
0.479695,1.462766,784,1100,752,0.197970,770.000000,550.000000,non-spammer
0.570048,1.031746,186,390,378,0.500000,296.000000,315.000000,non-spammer
0.797235,0.945347,1401,640,677,0.057604,210.000000,330.000000,non-spammer
0.177778,0.923506,61,1823,1974,0.214815,1729.000000,1886.000000,non-spammer
0.543147,0.735122,319,877,1193,0.083756,837.000000,1149.000000,non-spammer
0.730964,1.081967,116,1386,1281,0.451777,1145.000000,1089.000000,non-spammer
0.456853,0.984501,597,10100,10259,0.091371,3165.000000,3111.000000,non-spammer
0.624021,0.327362,45,201,614,0.049608,184.000000,613.000000,non-spammer
0.040609,0.913043,1,5103,5589,0.000000,3949.000000,3273.000000,non-spammer
0.493687,0.951161,474,1597,1679,0.242424,156.000000,312.000000,non-spammer
0.484772,0.916883,982,353,385,0.279188,324.000000,349.000000,non-spammer
0.089059,1.002809,1461,357,356,0.063613,299.000000,292.000000,non-spammer
0.082474,1.573066,111,1098,698,0.175258,918.000000,592.000000,non-spammer
0.791878,0.938749,20,2912,3102,0.022843,1015.000000,1205.000000,non-spammer
0.332487,0.953061,31,467,490,0.116751,259.000000,259.000000,non-spammer
0.038071,0.913658,3,582,637,0.076142,499.000000,543.000000,non-spammer
0.807107,0.937434,250,1768,1886,0.515228,1545.000000,1742.000000,non-spammer
0.790323,0.379695,2,374,985,0.012097,108.000000,427.000000,non-spammer
0.035533,1.421053,385,702,494,0.063452,269.000000,149.000000,non-spammer
0.058376,0.837517,137,634,757,0.076142,594.000000,603.000000,non-spammer
0.784615,1.211581,56,1088,898,0.015385,327.000000,-75.000000,non-spammer
0.052632,1.071057,261,1236,1154,0.030075,432.000000,550.000000,non-spammer
0.675127,0.859069,349,701,816,0.144670,507.000000,611.000000,non-spammer
0.789838,0.873059,156,956,1095,0.020785,549.000000,636.000000,non-spammer
0.690355,33.741818,889,9279,275,0.375635,6613.000000,179.000000,non-spammer
0.284264,1.244698,83,763,613,0.428934,720.000000,586.000000,non-spammer
0.330918,0.766082,555,524,684,0.086957,405.000000,574.000000,non-spammer
0.485507,0.948381,312,2021,2131,0.021739,1515.000000,2048.000000,non-spammer
0.309524,1.136691,2,158,139,0.023810,53.000000,46.000000,non-spammer
0.880835,1.527923,667,1751,1146,0.077396,1067.000000,499.000000,non-spammer
0.664815,0.498061,0,642,1289,0.000000,347.000000,650.000000,non-spammer
0.126904,1.186483,2322,948,799,0.119289,348.000000,200.000000,non-spammer
0.093909,2.357558,240,1622,688,0.271574,1301.000000,460.000000,non-spammer
0.479695,1.395899,93,885,634,0.035533,673.000000,406.000000,non-spammer
0.230964,2.673469,232,1048,392,0.175127,702.000000,155.000000,non-spammer
0.176471,0.463291,6,366,790,0.058824,332.000000,790.000000,non-spammer
0.088832,0.938815,99,491,523,0.690355,483.000000,522.000000,non-spammer
0.684343,1.077667,178,3344,3103,0.664141,1439.000000,1185.000000,non-spammer
0.587629,0.322986,339,437,1353,0.000000,170.000000,701.000000,non-spammer
0.228501,0.848998,330,551,649,0.326781,175.000000,332.000000,non-spammer
0.377500,0.519565,1613,239,460,0.187500,173.000000,372.000000,non-spammer
0.223350,1.011641,10,869,859,0.096447,719.000000,797.000000,non-spammer
0.994236,0.544747,15,140,257,0.000000,120.000000,239.000000,non-spammer
0.642487,0.850312,32,409,481,0.036269,397.000000,477.000000,non-spammer
0.309091,1.168103,0,542,464,0.709091,-12.000000,-58.000000,non-spammer
0.323678,1.037879,796,13837,13332,0.232997,6914.000000,6449.000000,non-spammer
0.382022,0.884870,1,1737,1963,0.280899,322.000000,-48.000000,non-spammer
0.367150,0.701149,57,366,522,0.533816,167.000000,321.000000,non-spammer
0.309645,0.445333,2698,334,750,0.228426,281.000000,684.000000,non-spammer
0.422836,1.537377,798,4689,3050,0.575910,4614.000000,2987.000000,non-spammer
0.000000,0.334444,0,301,900,0.000000,260.000000,867.000000,non-spammer
0.160784,2.135246,22,521,244,0.019608,403.000000,179.000000,non-spammer
0.242424,0.279523,0,516,1846,0.030303,508.000000,1842.000000,non-spammer
0.519084,1.015183,851,3410,3359,0.137405,2208.000000,2166.000000,non-spammer
0.994924,0.908137,19,8739,9623,0.010152,3144.000000,3649.000000,non-spammer
0.758883,0.943690,9,8061,8542,0.043147,3289.000000,3684.000000,non-spammer
0.525773,0.976000,2732,366,375,0.252577,348.000000,373.000000,non-spammer
0.154964,0.710744,1094,1118,1573,0.094431,871.000000,1213.000000,non-spammer
0.976048,1.385749,201,564,407,0.449102,437.000000,407.000000,non-spammer
1.000000,0.380365,0,709,1864,0.000000,172.000000,405.000000,non-spammer
0.302030,0.888462,10,231,260,0.258883,198.000000,223.000000,non-spammer
0.327411,1.775194,2362,229,129,0.109137,111.000000,86.000000,non-spammer
0.329949,1.646643,68,1398,849,0.035533,475.000000,446.000000,non-spammer
0.938144,0.683744,7,1081,1581,0.000000,1059.000000,1560.000000,non-spammer
0.169082,0.863727,65,1293,1497,0.094203,235.000000,-29.000000,non-spammer
0.034005,1.128280,575,774,686,0.052897,697.000000,673.000000,non-spammer
0.081218,1.097106,114,19715,17970,0.088832,18100.000000,15958.000000,non-spammer
0.241117,1.116992,1568,401,359,0.403553,290.000000,268.000000,non-spammer
0.467532,1.198300,9,423,353,0.363636,366.000000,324.000000,non-spammer
1.000000,0.852941,0,1595,1870,0.000000,858.000000,813.000000,non-spammer
0.063776,0.240453,197,340,1414,0.385204,340.000000,1413.000000,non-spammer
0.584416,1.723785,194,674,391,0.194805,292.000000,301.000000,non-spammer
0.162437,0.369925,47,246,665,0.157360,236.000000,636.000000,non-spammer
0.494924,2.310597,159,1897,821,0.233503,1638.000000,591.000000,non-spammer
0.211314,1.027671,1234,2934,2855,0.222962,801.000000,678.000000,non-spammer
0.802932,3.023333,262,17233,5700,0.000000,-1855.000000,-14682.000000,non-spammer
0.383249,0.907154,132,36229,39937,0.078680,28968.000000,31618.000000,non-spammer
0.789340,0.655639,329,1308,1995,0.685279,1255.000000,1868.000000,non-spammer
0.626904,0.996593,1229,1170,1174,0.314721,463.000000,173.000000,non-spammer
0.166282,1.157270,330,1170,1011,0.071594,213.000000,161.000000,non-spammer
1.000000,1.080000,0,2079,1925,0.000000,179.000000,-130.000000,non-spammer
0.217172,1.349666,89,2424,1796,0.412458,638.000000,620.000000,non-spammer
0.306122,1.060726,951,1869,1762,0.265306,424.000000,401.000000,non-spammer
0.401848,1.143312,708,1077,942,0.140878,526.000000,897.000000,non-spammer
0.329949,0.789946,115,440,557,0.147208,317.000000,389.000000,non-spammer
0.225806,2.276000,52,1138,500,0.253102,671.000000,147.000000,non-spammer
0.247423,1.090764,1372,685,628,0.226804,260.000000,371.000000,non-spammer
0.939547,0.867879,883,716,825,0.026448,702.000000,817.000000,non-spammer
0.490741,0.625352,475,222,355,0.030093,114.000000,244.000000,non-spammer
0.619289,0.996241,121,16961,17025,0.408629,11386.000000,11305.000000,non-spammer
0.613527,0.858859,511,572,666,0.355072,131.000000,155.000000,non-spammer
0.555300,2.339348,525,4667,1995,0.036866,4259.000000,1983.000000,non-spammer
0.878173,1.060914,869,627,591,0.114213,-14.000000,-72.000000,non-spammer
0.362944,0.618864,70,1122,1813,0.279188,-115.000000,-85.000000,non-spammer
0.195373,0.713218,235,1241,1740,0.192802,1157.000000,1633.000000,non-spammer
0.471503,1.964187,130,3565,1815,0.186528,3245.000000,1643.000000,non-spammer
0.720812,0.345078,291,333,965,0.492386,325.000000,957.000000,non-spammer
0.837563,0.766014,164,861,1124,0.147208,533.000000,840.000000,non-spammer
0.515464,0.839352,327,674,803,0.072165,671.000000,795.000000,non-spammer
0.550129,0.908832,45,19778,21762,0.012853,13040.000000,14447.000000,non-spammer
0.456853,5.167131,82,1855,359,0.111675,1270.000000,6.000000,non-spammer
0.012690,1.110169,21,393,354,0.104061,345.000000,321.000000,non-spammer
0.947103,1.752294,99,764,436,0.963476,654.000000,381.000000,non-spammer
0.172589,1.807460,449,1793,992,0.053299,148.000000,-605.000000,non-spammer
0.693548,0.500000,17,251,502,0.009217,245.000000,495.000000,non-spammer
0.987310,1.022426,5,2781,2720,0.172589,151.000000,-142.000000,non-spammer
0.098985,1.115453,86,628,563,0.002538,369.000000,367.000000,non-spammer
0.299213,1.368807,94,746,545,0.181102,516.000000,325.000000,non-spammer
0.279188,1.140386,286,6263,5492,0.261421,6014.000000,5310.000000,non-spammer
0.456633,0.367868,1040,735,1998,0.341837,648.000000,1885.000000,non-spammer
0.450000,0.489506,63,793,1620,0.002632,742.000000,1574.000000,non-spammer
0.360406,1.122512,71,1805,1608,0.162437,1471.000000,1312.000000,non-spammer
0.322335,0.719384,10,1028,1429,0.157360,680.000000,1151.000000,non-spammer
0.352792,0.429501,33,594,1383,0.073604,588.000000,1382.000000,non-spammer
0.355330,4.233255,618,10744,2538,0.502538,5763.000000,-519.000000,non-spammer
0.577320,0.640483,303,212,331,0.164948,167.000000,247.000000,non-spammer
0.238579,1.187552,329,1431,1205,0.043147,1200.000000,977.000000,non-spammer
1.000000,0.577987,2,982,1699,0.971154,9.000000,70.000000,non-spammer
0.621827,1.640798,1166,2220,1353,0.251269,2083.000000,1065.000000,non-spammer
0.997462,0.159420,10,275,1725,0.093909,269.000000,1723.000000,non-spammer
0.892958,0.849624,10,339,399,0.064789,66.000000,64.000000,non-spammer
0.046036,0.540673,350,771,1426,0.104859,655.000000,1305.000000,non-spammer
0.905797,1.148515,120,928,808,0.751208,895.000000,773.000000,non-spammer
0.520737,2.893987,902,1829,632,0.248848,735.000000,128.000000,non-spammer
0.601523,0.913182,788,1725,1889,0.601523,1420.000000,1604.000000,non-spammer
0.257426,0.605100,6,973,1608,0.178218,954.000000,1573.000000,non-spammer
0.845178,1.237832,17,1119,904,0.010152,357.000000,152.000000,non-spammer
0.555556,1.006998,221,2734,2715,0.466184,1667.000000,1679.000000,non-spammer
0.276650,1.070342,408,1126,1052,0.177665,582.000000,523.000000,non-spammer
0.337563,1.023501,144,3005,2936,0.388325,992.000000,770.000000,non-spammer
0.786802,0.773481,352,420,543,0.553299,200.000000,250.000000,non-spammer
0.624697,0.399577,652,378,946,0.101695,40.000000,342.000000,non-spammer
0.589873,1.007547,335,534,530,0.273418,256.000000,262.000000,non-spammer
0.195431,0.516384,60,457,885,0.416244,325.000000,677.000000,non-spammer
0.676329,0.839098,5,1674,1995,0.198068,-296.000000,-161.000000,non-spammer
0.320755,0.775676,2,287,370,0.339623,99.000000,75.000000,non-spammer
0.432367,0.545181,129,1086,1992,0.531401,395.000000,972.000000,non-spammer
0.182741,1.110151,1409,514,463,0.385787,272.000000,217.000000,non-spammer
0.025381,0.559055,738,71,127,0.050761,11.000000,73.000000,non-spammer
0.428571,1.084639,25,3460,3190,0.214286,2876.000000,2613.000000,non-spammer
0.105991,1.680464,1020,1015,604,0.251152,215.000000,183.000000,non-spammer
0.966165,0.389740,18,585,1501,0.007519,562.000000,1471.000000,non-spammer
0.017766,1.021318,165,527,516,0.203046,510.000000,500.000000,non-spammer
0.015228,1.152284,353,681,591,0.175127,680.000000,587.000000,non-spammer
0.494845,1.439728,227,1696,1178,0.025773,1313.000000,545.000000,non-spammer
0.334177,0.973301,13,401,412,0.035443,296.000000,277.000000,non-spammer
1.000000,0.881834,0,4500,5103,0.000000,4468.000000,5071.000000,non-spammer
0.508083,4.220790,2489,10151,2405,0.406467,9759.000000,2047.000000,non-spammer
0.923174,1.035769,6,3388,3271,0.010076,3384.000000,3271.000000,non-spammer
0.901099,0.499549,0,554,1109,0.003663,502.000000,1003.000000,non-spammer
0.388753,68.839675,4370,135683,1971,0.185819,107173.000000,1258.000000,non-spammer
0.092784,0.499392,834,411,823,0.298969,365.000000,772.000000,non-spammer
0.087248,0.276986,282,136,491,0.077181,103.000000,451.000000,non-spammer
0.185345,2.352273,23,207,88,0.077586,169.000000,42.000000,non-spammer
1.000000,0.925573,1212,8842,9553,0.941624,2333.000000,2676.000000,non-spammer
0.104061,4.218341,1033,966,229,0.256345,777.000000,112.000000,non-spammer
0.292683,0.482813,0,913,1891,0.048780,-92.000000,-113.000000,non-spammer
0.113164,0.468750,1783,270,576,0.041570,74.000000,239.000000,non-spammer
0.101523,1.472125,83,845,574,0.025381,804.000000,546.000000,non-spammer
0.758883,0.960414,1135,1577,1642,0.218274,1060.000000,1113.000000,non-spammer
0.788018,2.404643,172,1450,603,0.064516,896.000000,288.000000,non-spammer
0.025381,1.099099,94,1220,1110,0.472081,1205.000000,1103.000000,non-spammer
0.250000,0.929775,0,331,356,0.050000,-5.000000,-18.000000,non-spammer
0.035623,2.128205,5676,83,39,0.106870,47.000000,17.000000,non-spammer
0.692124,28.722835,1044,18239,635,0.193317,11253.000000,91.000000,non-spammer
0.144330,1.021605,15,331,324,0.242268,31.000000,80.000000,non-spammer
0.807107,0.746165,120,535,717,0.144670,501.000000,661.000000,non-spammer
0.319797,2.237960,719,3160,1412,0.606599,3128.000000,1412.000000,non-spammer
0.967005,0.951119,37,39558,41591,0.177665,37868.000000,39674.000000,non-spammer
0.314861,0.240058,96,332,1383,0.387909,330.000000,1382.000000,non-spammer
0.145038,0.901858,44,4319,4789,0.379135,1566.000000,1801.000000,non-spammer
0.717391,0.803303,20,535,666,0.260870,510.000000,647.000000,non-spammer
0.802030,1.485175,219,1102,742,0.309645,1099.000000,742.000000,non-spammer
0.170103,0.887650,1255,1035,1166,0.144330,986.000000,1104.000000,non-spammer
0.666667,0.807168,1944,1126,1395,0.053435,1066.000000,1355.000000,non-spammer
0.572519,0.701776,1064,1146,1633,0.521628,856.000000,1236.000000,non-spammer
0.304786,0.976010,731,2441,2501,0.162469,1072.000000,941.000000,non-spammer
0.136054,0.831377,21,779,937,0.061224,764.000000,931.000000,non-spammer
0.448454,0.956932,477,1622,1695,0.175258,1555.000000,1670.000000,non-spammer
0.903553,0.970411,30,1771,1825,0.025381,1730.000000,1807.000000,non-spammer
0.234300,0.464491,2901,242,521,0.222222,196.000000,454.000000,non-spammer
0.572152,0.598182,315,329,550,0.443038,251.000000,472.000000,non-spammer
0.910448,0.519888,4,745,1433,0.283582,148.000000,165.000000,non-spammer
0.563452,0.755432,904,1356,1795,0.274112,1052.000000,1501.000000,non-spammer
0.712121,0.398268,996,92,231,0.121212,86.000000,224.000000,non-spammer
1.000000,0.903462,0,1853,2051,1.000000,1014.000000,1112.000000,non-spammer
0.628019,0.882000,149,1764,2000,0.623188,1711.000000,1955.000000,non-spammer
0.205811,0.913559,327,4312,4720,0.084746,4289.000000,4702.000000,non-spammer
0.967005,2.733746,7,3532,1292,0.000000,1929.000000,590.000000,non-spammer
0.005076,0.602069,626,1106,1837,0.114213,1088.000000,1829.000000,non-spammer
0.180203,1.109890,132,707,637,0.134518,697.000000,634.000000,non-spammer
0.688917,1.003668,1147,1368,1363,0.045340,235.000000,-49.000000,non-spammer
0.007246,0.528000,118,66,125,0.282609,51.000000,115.000000,non-spammer
0.817259,1.032787,23,315,305,0.261421,258.000000,227.000000,non-spammer
0.465649,1.464720,864,602,411,0.155216,451.000000,222.000000,non-spammer
0.087591,6.812303,266,4319,634,0.070560,498.000000,76.000000,non-spammer
0.957912,0.914023,19888,4178,4571,0.047138,3030.000000,2828.000000,non-spammer
0.374055,0.865906,484,607,701,0.474811,189.000000,-403.000000,non-spammer
0.647287,1.482759,1,559,377,0.069767,112.000000,-9.000000,non-spammer
0.672330,0.698651,84,1398,2001,0.165049,1033.000000,1574.000000,non-spammer
0.234300,0.960918,189,2262,2354,0.045894,1368.000000,1450.000000,non-spammer
0.811765,0.628352,0,492,783,0.188235,475.000000,712.000000,non-spammer
0.200337,1.495069,1945,1516,1014,0.188552,822.000000,952.000000,non-spammer
0.149746,0.918412,106,833,907,0.236041,772.000000,781.000000,non-spammer
0.422680,0.823467,136,1558,1892,0.350515,1229.000000,1564.000000,non-spammer
0.063452,0.757412,140,281,371,0.121827,266.000000,352.000000,non-spammer
0.360406,0.866142,226,1210,1397,0.078680,1016.000000,1137.000000,non-spammer
0.720812,0.884623,0,4723,5339,0.000000,4709.000000,5333.000000,non-spammer
0.277778,0.867560,35,583,672,0.135266,102.000000,257.000000,non-spammer
0.656716,2.102273,0,555,264,0.402985,425.000000,248.000000,non-spammer
0.951777,0.719554,0,839,1166,0.000000,328.000000,101.000000,non-spammer
0.742268,2.027227,548,4393,2167,0.314433,4040.000000,1750.000000,non-spammer
0.874396,1.174658,146,1372,1168,0.321256,1026.000000,742.000000,non-spammer
0.631068,1.564103,131,2135,1365,0.563107,1348.000000,544.000000,non-spammer
0.384058,0.850288,116,443,521,0.055556,75.000000,123.000000,non-spammer
0.024213,0.929688,131,238,256,0.215496,232.000000,241.000000,non-spammer
0.438144,3.584288,1403,2190,611,0.726804,1801.000000,245.000000,non-spammer
1.000000,0.538740,0,1043,1936,0.000000,284.000000,380.000000,non-spammer
0.149770,0.846939,762,1411,1666,0.241935,1302.000000,1376.000000,non-spammer
0.226804,1.231211,1191,2572,2089,0.170103,2492.000000,1998.000000,non-spammer
0.297101,0.847953,818,580,684,0.137681,569.000000,682.000000,non-spammer
0.748731,1.067825,773,1291,1209,0.124365,1225.000000,1178.000000,non-spammer
0.701511,1.090929,6633,5027,4608,0.265743,3554.000000,2702.000000,non-spammer
0.473684,0.461054,7,586,1271,0.013158,580.000000,1271.000000,non-spammer
0.365854,0.879560,107,1760,2001,0.008130,1745.000000,1998.000000,non-spammer
0.613402,0.915891,143,2363,2580,0.335052,2298.000000,2521.000000,non-spammer
0.371921,1.739382,169,901,518,0.201970,568.000000,166.000000,non-spammer
0.281726,1.094093,80,1593,1456,0.502538,1556.000000,1452.000000,non-spammer
0.034653,0.818471,2038,257,314,0.435644,241.000000,310.000000,non-spammer
0.295238,0.992386,114,391,394,0.187302,368.000000,372.000000,non-spammer
0.744681,0.323671,387,67,207,0.276596,58.000000,201.000000,non-spammer
0.522277,0.846988,634,703,830,0.180693,-9.000000,62.000000,non-spammer
0.524324,0.486328,24,249,512,0.000000,245.000000,512.000000,non-spammer
0.289340,1.400000,569,623,445,0.299492,422.000000,264.000000,non-spammer
0.989848,0.829423,4,1308,1577,0.649746,1304.000000,1577.000000,non-spammer
0.094937,0.592486,2298,410,692,0.130380,406.000000,692.000000,non-spammer
0.664122,0.711888,2397,509,715,0.078880,462.000000,695.000000,non-spammer
0.968825,1.002162,736,1854,1850,0.021583,1429.000000,1477.000000,non-spammer
0.586207,0.700475,0,442,631,0.000000,392.000000,522.000000,non-spammer
0.655941,1.108987,33,580,523,0.096535,576.000000,522.000000,non-spammer
0.779188,1.000000,89,344,344,0.035533,280.000000,292.000000,non-spammer
0.208122,1.191527,2097,1997,1676,0.144670,1997.000000,1644.000000,non-spammer
0.071247,1.330579,454,966,726,0.198473,671.000000,453.000000,non-spammer
0.383663,4.095376,889,4251,1038,0.042079,3864.000000,808.000000,non-spammer
0.074169,0.392273,470,264,673,0.051151,232.000000,597.000000,non-spammer
0.083123,1.380203,265,2719,1970,0.525189,2715.000000,1969.000000,non-spammer
0.870886,5.235359,193,4738,905,0.020253,3690.000000,234.000000,non-spammer
0.756410,1.389972,375,2495,1795,0.110256,2309.000000,1526.000000,non-spammer
0.464467,0.998985,25,4923,4928,0.147208,714.000000,413.000000,non-spammer
0.162437,0.823353,147,550,668,0.720812,532.000000,636.000000,non-spammer
0.532468,0.439257,19,875,1992,0.025974,864.000000,1974.000000,non-spammer
0.857868,0.811721,533,1302,1604,0.101523,982.000000,1390.000000,non-spammer
0.170051,6.890887,171,5747,834,0.068528,4359.000000,568.000000,non-spammer
0.060914,4.616000,84,1154,250,0.098985,1022.000000,147.000000,non-spammer
0.629442,0.952200,416,4263,4477,0.236041,4142.000000,4171.000000,non-spammer
0.919355,1.650131,24,26412,16006,0.601382,26346.000000,15911.000000,non-spammer
