nigga	0.01606490045490821181
hoe	0.01484949478333493639
post	0.01373158808747394072
tryna	0.01349270648426818819
bitch	0.01317149187994143267
smh	0.01309711452000670434
fuck	0.01285881830610966642
idk	0.01273687847492316338
aint	0.01235837431855017418
event	0.01185374976218964843
fuckin	0.01098284244505162016
congrat	0.01076169975044324184
shit	0.01046036405067630320
ima	0.01002263163709995672
im	0.00972082110898694896
lmao	0.00960061004444726085
media	0.00937993090421678638
ju	0.00891769551101243008
blog	0.00890649714098719347
yall	0.00875968406228472621
articl	0.00866238841162822459
launch	0.00840568419057493438
via	0.00815494312899797680
confer	0.00809469035361268241
intern	0.00782067236119967507
excel	0.00780267659262729590
pussi	0.00775223870256581959
ass	0.00756052847435984693
announc	0.00719880300692456176
featur	0.00707380546030816904
outta	0.00702117519560944287
lmfao	0.00697187834545708214
kno	0.00687935004779904880
news	0.00684650675919323826
yea	0.00679111910263205040
bout	0.00670488858933700888
social	0.00665283041854661944
lil	0.00663792664155305606
tl	0.00663067300009411928
klout	0.00657123916335455166
wanna	0.00652981317396230526
dont	0.00644347767334792557
stori	0.00641773138631810541
design	0.00620156083906656108
join	0.00616737742426017033
avail	0.00609737966209699528
cant	0.00609731624526830759
includ	0.00604861440137876433
area	0.00604615224032076931
group	0.00601424135736904758
interview	0.00599717003220745504
great	0.00597017602652081744
host	0.00595127347203265600
review	0.00594352087473520863
meet	0.00592878422326940588
also	0.00591865632212844328
yo	0.00578640142137438682
photo	0.00576724312676177991
dnt	0.00572793992191439512
mobil	0.00569220529063574690
updat	0.00569182873237707165
record	0.00560579682265825024
list	0.00549282040415866035
naw	0.00541806099080007798
tech	0.00539205684569650859
may	0.00532663983106074213
open	0.00532341368656337813
goin	0.00530485584999164719
swear	0.00528699623999157736
web	0.00527564926224990960
commun	0.00527272894527831826
week	0.00525517791752080909
stream	0.00520867520685370025
vote	0.00511855052239265640
awesom	0.00510355346583616851
publish	0.00502455670785826106
market	0.00497997015777638247
that	0.00492002583299337715
forward	0.00489290969211419666
somebodi	0.00483524282669969829
latest	0.00481420290045056487
celebr	0.00476609579720586179
gon	0.00476214927927095036
gettin	0.00473106203349950294
shawti	0.00472870626027128895
win	0.00471909284807488921
code	0.00461768943250440503
ipad	0.00458911169537424765
infograph	0.00456977710464186518
content	0.00450376871792622022
hire	0.00450226497572253984
present	0.00448296689426986444
attend	0.00447154053330694329
tho	0.00445767874191698582
enjoy	0.00445468829481165604
wasnt	0.00443475308792493431
art	0.00441607944366954538
annual	0.00439565986006702075
site	0.00439049401364948258
user	0.00435495790335112612
nigga	139.23141668244662128018
hoe	127.87002587552841248453
post	122.70202138446194339849
bitch	117.29822119535705837734
tryna	116.92617646600719183425
smh	115.44822825188440162947
fuck	115.25197906765110644756
idk	111.89641010030473466941
aint	109.86870944149151796410
event	107.50760890850125406359
congrat	98.33218322347163109498
fuckin	97.35399168724521246077
shit	95.48977141506112786828
im	89.41228260527020665904
ima	89.29280167571837978358
lmao	87.60606453261385695441
media	86.78087824174392039822
blog	82.79270490798324999560
articl	80.75283040832599112946
ju	80.66091466977810853223
yall	80.54575795226590173570
launch	78.58308377851410853054
via	76.51210551368150447615
confer	75.83912447560601322039
intern	73.61240797501042720796
excel	73.41054517512446864203
ass	71.39288467259747505977
pussi	70.91011826343367374648
announc	68.48368856086797507032
featur	67.43673405783404461999
outta	65.93086031418059178577
news	65.49321808924278798258
yea	64.60144734531503729613
lmfao	64.50582378600714150707
kno	64.17453527617189479315
bout	64.08543137603653860879
social	63.91226767310179468495
lil	63.53408599773865006455
wanna	62.82677337544987494766
dont	62.03836513439264166436
stori	61.93045476517234959601
tl	61.88213705544418985482
klout	61.49471389235053209177
design	60.10947446660219384285
join	59.81658731774295034711
avail	59.22748476804236616999
cant	59.00100267231605499774
includ	58.82405706440815862379
area	58.79227819813982591768
group	58.54826176277526883496
interview	58.38992886202978382926
host	57.98785465472568034784
review	57.93189861595448064691
meet	57.79004517409845220755
also	57.73591261326492940498
great	57.48958437863175419125
yo	56.49671306278200688666
photo	56.47821393135916423489
updat	55.84660685183190054204
mobil	55.75822984640601021056
record	55.10960347816786963904
dnt	54.32273858073114780609
list	54.16977132115763993170
tech	53.21887511033026640916
may	52.68709897820797749546
open	52.67846574432719108927
web	52.32505282689859882339
commun	52.31498452525617182118
naw	52.27572876249652722436
goin	52.11092818274482141305
swear	52.10094181612600294784
week	51.96582188933950874343
stream	51.64339896398364260222
vote	51.02615813059399130225
awesom	50.89681113987955995981
publish	50.03073683818421812930
market	49.86902790451379274828
that	49.20540798616113420394
forward	49.13787333122943579156
somebodi	48.48081271072893372320
latest	48.46040057612839291323
celebr	48.07269124804460602718
win	47.64386868674485953079
gettin	47.40039838110183723074
gon	47.10515572090339020406
code	46.76125244928785917864
ipad	46.48647516378385802227
hire	45.78503233829739116345
content	45.76559714137476930773
present	45.68493856062978863974
infograph	45.61101556672588941410
attend	45.54710844777722655863
enjoy	45.44336919332154423046
tho	45.22774493679158069881
shawti	45.19661143967469030258
art	45.11686736690405297168
site	44.91759082324112739570
annual	44.86799966248702986604
user	44.54646395958029359008
idea	44.33679828695441926811
social media	0.01073761320904141614
rt great	0.00898348227638359059
yo ass	0.00726498057654861515
join us	0.00656117335633411500
look forward	0.00626091298335938740
rt googl	0.00595297905155225612
rt check	0.00585068515464506195
hate peopl	0.00514148939473534419
rt hate	0.00509191314932920004
rt new	0.00487048785328759656
rt congrat	0.00460521243272239006
wanna go	0.00451409339677307647
fuck wit	0.00417425966438126229
tryna get	0.00415040150111802703
lol u	0.00411259374801525857
great see	0.00410725895698139942
thank rt	0.00410533709012274664
